"cell_chembl_id","cell_description","cell_id","cell_name","cell_source_organism","cell_source_tax_id","cell_source_tissue","cellosaurus_id","cl_lincs_id","clo_id","efo_id"
"CHEMBL3307241","DC3F","1","DC3F","Cricetulus griseus","10029","Lung","CVCL_4704","","",""
"CHEMBL3307242","P3HR-1","2","P3HR-1","Homo sapiens","9606","Lyphoma","CVCL_2676","LCL-2024","CLO_0008331","EFO_0002312"
"CHEMBL3307243","UCLA P-3","3","UCLA P-3","Homo sapiens","9606","Lung Adenocarcinoma","CVCL_N513","","",""
"CHEMBL3307244","UMSCC22B","4","UMSCC22B","Homo sapiens","9606","Carcinoma","CVCL_7732","","",""
"CHEMBL3307245","UMUC3","5","UMUC3","Homo sapiens","9606","Bladder Carcinoma","CVCL_1783","LCL-1721","CLO_0009487","EFO_0002387"
"CHEMBL3307246","V79-4","6","V79-4","Cricetulus griseus","10029","Lung","CVCL_2796","","CLO_0009504",""
"CHEMBL3307247","VCR100","7","VCR100","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307248","W256","8","W256","Rattus norvegicus","10116","Monocytic Carcinosarcoma","CVCL_3537","","CLO_0007335",""
"CHEMBL3307249","WEHI265.1","9","WEHI265.1","Mus musculus","10090","Macrophage","CVCL_3620","","CLO_0009576",""
"CHEMBL3307250","WiDr-NTR","10","WiDr-NTR","Homo sapiens","9606","Colon Adenocarcinoma","","","",""
"CHEMBL3307251","XC","11","XC","Rattus norvegicus","10116","Sarcoma","CVCL_1891","","CLO_0009645",""
"CHEMBL3307252","XF393","12","XF393","Homo sapiens","9606","Neuroblastoma","","","",""
"CHEMBL3307253","YAPC","13","YAPC","Homo sapiens","9606","Pancreas Carincoma","CVCL_1794","LCL-1792","CLO_0009711",""
"CHEMBL3307254","YT-NU","14","YT-NU","Homo sapiens","9606","Neuroblastoma","CVCL_H524","","",""
"CHEMBL3307255","T6400","15","T6400","Mus musculus","10090","Fibroblasts","CVCL_R998","","",""
"CHEMBL3307256","T78-1","16","T78-1","Cricetulus griseus","10029","Lung","CVCL_X527","","",""
"CHEMBL3307257","T78-1 / T79-A3","17","T78-1 / T79-A3","Cricetulus griseus","10029","Lung","","","",""
"CHEMBL3307258","TA3","18","TA3","Mus musculus","10090","Mammary Carcinoma","CVCL_4315","","",""
"CHEMBL3307259","UMR106-06","19","UMR106-06","Rattus norvegicus","10116","Osteosarcoma","CVCL_S477","","",""
"CHEMBL3308406","AIK-T8","20","AIK-T8","Homo sapiens","9606","Lymphocyte","CVCL_1B43","","",""
"CHEMBL3308394","G-401","21","G-401","Homo sapiens","9606","Kidney Wilm's tumor","CVCL_0270","LCL-1511","CLO_0003434","EFO_0002179"
"CHEMBL3307260","Jensen sarcoma","22","Jensen sarcoma","Rattus norvegicus","10116","fibroblast sarcoma","CVCL_3531","","CLO_0007018",""
"CHEMBL3307261","MDA-MB-238","23","MDA-MB-238","Homo sapiens","9606","Breast Adenocarcinoma","","","",""
"CHEMBL3307262","MKN-5","24","MKN-5","Homo sapiens","9606","Stomach Adenocarcinoma","","","",""
"CHEMBL3307263","MOLT-4F","25","MOLT-4F","Homo sapiens","9606","Leukaemia","CVCL_2792","LCL-1031","",""
"CHEMBL3307264","N9","26","N9","Homo sapiens","9606","Hepatocyte","","","",""
"CHEMBL3307265","NCI-H417","27","NCI-H417","Homo sapiens","9606","Lung Carcinoma","CVCL_1602","","",""
"CHEMBL3307266","NRK","28","NRK","Rattus norvegicus","10116","Kidney","CVCL_3758","","CLO_0008195",""
"CHEMBL3307267","NUGC-4","29","NUGC-4","Homo sapiens","9606","gastric lymph node, adenocarcinoma","CVCL_3082","LCL-2001","",""
"CHEMBL3307268","P388/VCR","30","P388/VCR","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307269","PAXF546","31","PAXF546","Homo sapiens","9606","Panreatic Carcinoma","","","",""
"CHEMBL3307270","PLC","32","PLC","Homo sapiens","9606","Hepatoma","","","",""
"CHEMBL3307271","SCC-38","34","SCC-38","Homo sapiens","9606","Squamous Carcinoma","","","",""
"CHEMBL3307272","SISO","35","SISO","Homo sapiens","9606","Cervical Adenocarcinoma","CVCL_2193","LCL-1514","CLO_0009021",""
"CHEMBL3307273","SNU-16","37","SNU-16","Homo sapiens","9606","Gastric Carcinoma","CVCL_0076","LCL-1889","CLO_0009095","EFO_0002344"
"CHEMBL3307274","SW 962","38","SW 962","Homo sapiens","9606","Vulva Lymphoid Carcinoma","CVCL_1733","","CLO_0009205","EFO_0002377"
"CHEMBL3307275","T84","39","T84","Homo sapiens","9606","Colon carcinoma","CVCL_0555","LCL-1166","CLO_0009254","EFO_0002084"
"CHEMBL3307276","AIK-T4","40","AIK-T4","Homo sapiens","9606","Lymphocyte","CVCL_1B42","","",""
"CHEMBL3307277","B104","41","B104","Rattus norvegicus","10116","Neuroblastoma","CVCL_0154","","CLO_0001783",""
"CHEMBL3307278","CCRF S-180","42","CCRF S-180","Mus musculus","10090","Fibroblast Sarcoma","CVCL_2874","","CLO_0002333",""
"CHEMBL3307279","CEM-TK(+)","43","CEM-TK(+)","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307280","COLO 480","44","COLO 480","Homo sapiens","9606","Colon adenocarcinoma","","","",""
"CHEMBL3307281","DAN-G","45","DAN-G","Homo sapiens","9606","Pancreas adenocarcinoma","CVCL_0243","LCL-1734","CLO_0002698",""
"CHEMBL3307282","HOS-TE85","46","HOS-TE85","Homo sapiens","9606","Oesteosarcoma","CVCL_0439","","CLO_0007814","EFO_0002866"
"CHEMBL3308408","L1210 (DACH)","47","L1210 (DACH)","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (DACH resistant","CVCL_Y419","","",""
"CHEMBL3307283","MAC13","48","MAC13","Mus musculus","10090","colon adenocarcinoma","CVCL_S000","","",""
"CHEMBL3307285","CEM-TK(-)","50","CEM-TK(-)","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307286","M96","52","M96","Homo sapiens","9606","Melanoma","","","",""
"CHEMBL3307287","MKN-74","53","MKN-74","Homo sapiens","9606","Stomach Adenocarcinoma","CVCL_2791","","","EFO_0002834"
"CHEMBL3307288","NAMALVA","54","NAMALVA","Homo sapiens","9606","Leukocyte/lymphoblastoid","CVCL_0067","","CLO_0007939","EFO_0002246"
"CHEMBL3307289","NCI-H46","55","NCI-H46","Homo sapiens","9606","Lung Carcinoma","","","",""
"CHEMBL3307290","QG-95","56","QG-95","Homo sapiens","9606","Lung Carcinoma","CVCL_S847","","",""
"CHEMBL3307291","S1B1-20","57","S1B1-20","Homo sapiens","9606","Colon Carcinoma","CVCL_0H85","","",""
"CHEMBL3307292","SW48","58","SW48","Homo sapiens","9606","Colon Carcinoma","CVCL_1724","LCL-1186","CLO_0009216","EFO_0002367"
"CHEMBL3307293","UT7","59","UT7","Homo sapiens","9606","Leukaemia","CVCL_2233","","CLO_0009490",""
"CHEMBL3307294","Detroit 98","60","Detroit 98","Homo sapiens","9606","Bone marrow","CVCL_8188","","",""
"CHEMBL3307295","XRS6","61","XRS6","Cricetulus griseus","10029","Ovary","CVCL_4340","","CLO_0009692",""
"CHEMBL3307296","SV-28","62","SV-28","Cricetulus griseus","10029","Kidney","CVCL_R994","","",""
"CHEMBL3307297","P19","63","P19","Mus musculus","10090","Embryo Teratocarcinoma Epithelial Cells","CVCL_2153","","CLO_0008302",""
"CHEMBL3307298","Balb/MK","64","Balb/MK","Mus musculus","10090","Keratinocyte","CVCL_1B29","","",""
"CHEMBL3307299","MCF7-VP","65","MCF7-VP","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3308405","MDA-MB-361","66","MDA-MB-361","Homo sapiens","9606","Breast Adenocarcinoma","CVCL_0620","LCL-1468","CLO_0007636","EFO_0001211"
"CHEMBL3307300","MM418","67","MM418","Homo sapiens","9606","Melanoma","CVCL_C843","","",""
"CHEMBL3307301","Mo/Ma","68","Mo/Ma","Homo sapiens","9606","Monocyte","","","",""
"CHEMBL3307302","MOVP-3","69","MOVP-3","Homo sapiens","9606","Leukaemia","CVCL_N031","","",""
"CHEMBL3307303","NAKAJIMA","70","NAKAJIMA","Homo sapiens","9606","Ovarian Carcinoma","","","",""
"CHEMBL3307304","OM-1","71","OM-1","Homo sapiens","9606","Colon Carcinoma","CVCL_W941","","",""
"CHEMBL3307305","P388/DDP","72","P388/DDP","Mus musculus","10090","Leukaemia","CVCL_1B39","","",""
"CHEMBL3307306","PC-14","73","PC-14","Homo sapiens","9606","Lung Adenocarcinoma","CVCL_1640","LCL-1656","CLO_0008394","EFO_0002844"
"CHEMBL3308409","ptx-10/22","74","ptx-10/22","Homo sapiens","9606","Ovary Adenocarcinoma","","","",""
"CHEMBL3307307","RT-112","75","RT-112","Homo sapiens","9606","Bladder Carcinoma","CVCL_1670","LCL-1716","CLO_0008890",""
"CHEMBL3307308","SBC-3","76","SBC-3","Homo sapiens","9606","Small Cell Lung Cancer","CVCL_1678","LCL-1879","","EFO_0002854"
"CHEMBL3307309","SCC-7","77","SCC-7","Mus musculus","10090","Squamous Carcinoma","CVCL_V412","","",""
"CHEMBL3307310","SNU-354","78","SNU-354","Homo sapiens","9606","Hepatoma","CVCL_3947","","",""
"CHEMBL3307311","MM46","79","MM46","Mus musculus","10090","Breast Carcinoma","CVCL_B429","","",""
"CHEMBL3307313","MMQ","81","MMQ","Rattus norvegicus","10116","Pituitary Adenoma","CVCL_2117","","CLO_0007804",""
"CHEMBL3307314","MO/Mphi","83","MO/Mphi","Homo sapiens","9606","Monocyte","","","",""
"CHEMBL3307315","MOH","84","MOH","Homo sapiens","9606","Lymphocyte","","","",""
"CHEMBL3307316","MOPC 315","85","MOPC 315","Mus musculus","10090","Myeloma","CVCL_2616","","CLO_0007830",""
"CHEMBL3307317","MPC-11","86","MPC-11","Mus musculus","10090","Myeloma","CVCL_3857","","CLO_0007854",""
"CHEMBL3307318","MR4","87","MR4","Homo sapiens","9606","Myeloma","","","",""
"CHEMBL3307319","MRC5CV1","88","MRC5CV1","Homo sapiens","9606","Fibroblasts","CVCL_E260","","",""
"CHEMBL3307320","MRRL-CH1","89","MRRL-CH1","Manduca","7129","Embryonic","CVCL_Z389","","",""
"CHEMBL3307321","MVLN","90","MVLN","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3307322","NC-37","91","NC-37","Homo sapiens","9606","Lymphoblast","CVCL_3042","LCL-2057","CLO_0007952","EFO_0002247"
"CHEMBL3308410","NCC","92","NCC","Homo sapiens","9606","germ cell tumour","","","",""
"CHEMBL3307323","NCH82","93","NCH82","Homo sapiens","9606","Glioblastoma","CVCL_S822","","",""
"CHEMBL3307324","NCI-H345","95","NCI-H345","Homo sapiens","9606","Lung Carcinoma","CVCL_1558","LCL-1854","CLO_0008084",""
"CHEMBL3307325","NCI-H84","96","NCI-H84","Homo sapiens","9606","Lung Carcinoma","","","",""
"CHEMBL3307326","NCI-N87","97","NCI-N87","Homo sapiens","9606","Stomach Adenocarcinoma","CVCL_1603","LCL-1886","CLO_0008129","EFO_0002841"
"CHEMBL3307327","NFS-60","98","NFS-60","Mus musculus","10090","Leukaemia","CVCL_3543","","CLO_0007812",""
"CHEMBL3307328","NHIK3025","99","NHIK3025","Homo sapiens","9606","Uterine Carcinoma","CVCL_U089","","",""
"CHEMBL3307329","NPC-TW-039","100","NPC-TW-039","Mus musculus","10090","Nasopharyngeal Carcinoma","CVCL_6008","","",""
"CHEMBL3308395","NRK-49F","101","NRK-49F","Rattus norvegicus","10116","Kidney Fibroblast","CVCL_2144","","CLO_0008197",""
"CHEMBL3307330","NRKE","102","NRKE","Rattus norvegicus","10116","Kidney Epithelia","","","",""
"CHEMBL3307331","NUGC","103","NUGC","Homo sapiens","9606","Gastric Carcinoma","","","",""
"CHEMBL3307332","OK-1","104","OK-1","Homo sapiens","9606","Neuroblastoma","","","",""
"CHEMBL3308411","OV-1063","105","OV-1063","Homo sapiens","9606","Ovarian Carcinoma","CVCL_4366","","",""
"CHEMBL3307333","OVCAR","106","OVCAR","Homo sapiens","9606","Ovarian Adenocarcinoma","","","",""
"CHEMBL3307335","P388/ADM","108","P388/ADM","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307336","P388/CPA","109","P388/CPA","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307337","P388/S","110","P388/S","Mus musculus","10090","Leukaemia","CVCL_D640","","",""
"CHEMBL3307338","P388CPT","111","P388CPT","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307339","P388CPT5","112","P388CPT5","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307340","P388PtR4","113","P388PtR4","Mus musculus","10090","Leukaemia","","","",""
"CHEMBL3307342","PAM12","115","PAM12","Mus musculus","10090","Keratinocytes","","","",""
"CHEMBL3307343","PAM212","116","PAM212","Mus musculus","10090","Keratinocytes","CVCL_7694","","",""
"CHEMBL3307344","PAXF736","117","PAXF736","Homo sapiens","9606","Panreatic Carcinoma","","","",""
"CHEMBL3307345","PC10","118","PC10","Homo sapiens","9606","Lung Squamous-Carcinoma","CVCL_7088","","","EFO_0002843"
"CHEMBL3308412","PO3","119","PO3","Homo sapiens","9606","Pancreatic Ductal Adenocarcinoma","","","",""
"CHEMBL3307346","PrEC","120","PrEC","Homo sapiens","9606","Prostate Epithelial Cell","CVCL_0061","","",""
"CHEMBL3307347","PS","121","PS","Sus scrofa","9823","Kidney","","","CLO_0008491",""
"CHEMBL3307348","PSN1","122","PSN1","Homo sapiens","9606","Pancreatic Adenocarcinoma","CVCL_1644","LCL-1749","CLO_0008512",""
"CHEMBL3307349","QG-90","123","QG-90","Homo sapiens","9606","Lung Carcinoma","CVCL_S980","","",""
"CHEMBL3307350","TCAF","124","TCAF","Homo sapiens","9606","Lymphoblastic T-cells","CVCL_K592","","",""
"CHEMBL3307351","U1","125","U1","Homo sapiens","9606","Histiocytic Lymphoma","","","",""
"CHEMBL3307352","WEHI3B","127","WEHI3B","Mus musculus","10090","Monomyelocytic Leukaemia","CVCL_2239","","CLO_0009580",""
"CHEMBL3307353","YMB-1-E","128","YMB-1-E","Homo sapiens","9606","Breast Carcinoma","CVCL_2815","","",""
"CHEMBL3307354","CHO-K1-BH4","129","CHO-K1-BH4","Cricetulus griseus","10029","Ovary","CVCL_Y502","","",""
"CHEMBL3307355","CPAE","130","CPAE","Bos taurus","9913","Pulmonary artery","CVCL_2877","","CLO_0002601",""
"CHEMBL3307356","DC3F/AD","131","DC3F/AD","Cricetulus griseus","10029","Lung","","","",""
"CHEMBL3307357","DC3F/AD-II","132","DC3F/AD-II","Cricetulus griseus","10029","Lung","","","",""
"CHEMBL3307358","Detroit 551","133","Detroit 551","Homo sapiens","9606","Embryonic skin","CVCL_2434","","CLO_0002751",""
"CHEMBL3307359","Don","134","Don","Cricetulus griseus","10029","Lung","CVCL_3472","","CLO_0002807",""
"CHEMBL3307360","E1 SM","135","E1 SM","Mus musculus","10090","Breast carcinoma","","","",""
"CHEMBL3308413","E39","136","E39","Homo sapiens","9606","Renal carcinoma","","","",""
"CHEMBL3307361","EVSA-T","137","EVSA-T","Homo sapiens","9606","Breast carcinoma","CVCL_1207","LCL-1313","CLO_0002955",""
"CHEMBL3307362","G-292","138","G-292","Homo sapiens","9606","Bone osteosarcoma","CVCL_2909","","CLO_0003428",""
"CHEMBL3307363","Manca","140","Manca","Homo sapiens","9606","Lymphoma","CVCL_E051","","",""
"CHEMBL3307364","MCF-10A","141","MCF-10A","Homo sapiens","9606","mammary epithelial","CVCL_0598","","CLO_0007599","EFO_0001200"
"CHEMBL3307365","MCF-12A","142","MCF-12A","Homo sapiens","9606","mammary epithelial","CVCL_3744","","CLO_0007603","EFO_0001202"
"CHEMBL3307366","MCF7-2A","143","MCF7-2A","Homo sapiens","9606","Breast Carcinoma","CVCL_0412","","",""
"CHEMBL3307367","MCF7-CP","144","MCF7-CP","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3307368","MCF7-VP16","145","MCF7-VP16","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3307369","MCF7X","146","MCF7X","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3307370","MCF9","147","MCF9","Homo sapiens","9606","Breast Carcinoma","","","",""
"CHEMBL3307371","Me665/2/21","150","Me665/2/21","Homo sapiens","9606","Melanoma","CVCL_7078","","",""
"CHEMBL3307372","ME67.1","151","ME67.1","Homo sapiens","9606","Melanoma","","","",""
"CHEMBL3307373","ME67.3","152","ME67.3","Homo sapiens","9606","Melanoma","","","",""
"CHEMBL3307374","MG-22A","153","MG-22A","Mus musculus","10090","Osteosarcoma","CVCL_U248","","",""
"CHEMBL3308498","MG-63","154","MG-63","Homo sapiens","9606","Osteosarcoma","CVCL_0426","LCL-1428","CLO_0007701","EFO_0002234"
"CHEMBL3307375","MH1C1","155","MH1C1","Rattus norvegicus","10116","Hepatoma","CVCL_2114","","CLO_0007709",""
"CHEMBL3307376","MH60","156","MH60","Mus musculus","10090","Hybridoma","","","",""
"CHEMBL3307377","MKN-7","158","MKN-7","Homo sapiens","9606","Gastric Carcinoma","CVCL_1417","","","EFO_0002895"
"CHEMBL3307378","QG-96","159","QG-96","Homo sapiens","9606","Lung Carcinoma","CVCL_S981","","",""
"CHEMBL3307379","R1","160","R1","Mus musculus","10090","Embryonic Stem Cell","CVCL_2167","","CLO_0008697","EFO_0002076"
"CHEMBL3307380","R2","161","R2","Homo sapiens","9606","Prostate Carcinoma","","","",""
"CHEMBL3307381","R3230AC","162","R3230AC","Rattus norvegicus","10116","Mammary Tumour","","","",""
"CHEMBL3307382","143B","163","143B","Homo sapiens","9606","Osteosarcoma","CVCL_2270","LCL-1417","CLO_0001088",""
"CHEMBL3307383","A10","164","A10","Rattus norvegicus","10116","Glioma","CVCL_0130","","CLO_0001550",""
"CHEMBL3307384","A673","165","A673","Homo sapiens","9606","Rhabdomyosarcoma","CVCL_0080","LCL-1410","CLO_0001606","EFO_0002106"
"CHEMBL3307385","ANN-1","166","ANN-1","Mus musculus","10090","Embryo","CVCL_9242","","CLO_0001725",""
"CHEMBL3308415","Anr4","167","Anr4","Rattus norvegicus","10116","Liver","CVCL_4105","","CLO_0001726",""
"CHEMBL3307386","Ara-A","168","Ara-A","Homo sapiens","9606","Leukaemia","","","",""
"CHEMBL3307387","AtT20","169","AtT20","Mus musculus","10090","Pituitary tumor","CVCL_2300","","CLO_0001766",""
"CHEMBL3308359","BeWo","170","BeWo","Homo sapiens","9606","Placenta","CVCL_0044","LCL-1293","CLO_0001935","EFO_0002050"
"CHEMBL3307388","BSC-1","171","BSC-1","Chlorocebus aethiops","9534","Kidney","CVCL_0607","","CLO_0002037",""
"CHEMBL3307389","C6-BU-1","172","C6-BU-1","Rattus norvegicus","10116","Brain","CVCL_1970","","CLO_0002144",""
"CHEMBL3307390","Calu-3","173","Calu-3","Homo sapiens","9606","Lung adenocarcinoma","CVCL_0609","LCL-1631","CLO_0002192","EFO_0002819"
"CHEMBL3307391","CC-1","174","CC-1","Rattus norvegicus","10116","Liver","CVCL_4141","","CLO_0002215",""
"CHEMBL3307392","CCRF-CEM/ara-C","175","CCRF-CEM/ara-C","Homo sapiens","9606","T-cell leukaemia","","","",""
"CHEMBL3307393","CCRF-CEM/VCR-1000","176","CCRF-CEM/VCR-1000","Homo sapiens","9606","T-cell leukaemia","CVCL_D546","","",""
"CHEMBL3307394","CEM-c113","178","CEM-c113","Homo sapiens","9606","Blood","CVCL_V186","","",""
"CHEMBL3307395","CEM-D9","179","CEM-D9","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307396","CEM-DNR","180","CEM-DNR","Homo sapiens","9606","Blood","CVCL_S256","","",""
"CHEMBL3307397","CEM-V","181","CEM-V","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307398","CEM-VCR 1/D/5","182","CEM-VCR 1/D/5","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307399","CEM-VCR 1/F3","183","CEM-VCR 1/F3","Homo sapiens","9606","Blood","","","",""
"CHEMBL3307400","CHO-AA8","185","CHO-AA8","Cricetulus griseus","10029","Ovary","CVCL_4386","","CLO_0001630",""
"CHEMBL3308416","CHO-FU","186","CHO-FU","Cricetulus griseus","10029","Ovary","","","",""
"CHEMBL3307401","CHO-TAX 5-6","187","CHO-TAX 5-6","Cricetulus griseus","10029","Ovary","CVCL_U346","","",""
"CHEMBL3307402","CHO-VV 3-2","188","CHO-VV 3-2","Cricetulus griseus","10029","Ovary","CVCL_Y287","","",""
"CHEMBL3307403","CX-1","189","CX-1","Homo sapiens","9606","Colon adenocarcinoma","CVCL_2011","","CLO_0002650",""
"CHEMBL3307404","GBM","190","GBM","Homo sapiens","9606","Glioblastoma","","","CLO_0003456",""
"CHEMBL3307405","H322","191","H322","Homo sapiens","9606","Lung carcinoma","CVCL_1556","","CLO_0008083","EFO_0002290"
"CHEMBL3307406","H-81","192","H-81","Homo sapiens","9606","Gastric carcinoma","","","",""
"CHEMBL3307407","HCT-116/VM46","193","HCT-116/VM46","Homo sapiens","9606","Colon Carcinoma","CVCL_N508","","",""
"CHEMBL3307408","Hs68","194","Hs68","Homo sapiens","9606","foreskin fibroblast (aspartoacylase deficiency)","CVCL_0839","","CLO_0004255",""
"CHEMBL3307409","HuCCT-1","195","HuCCT-1","Homo sapiens","9606","liver bile duct carcinoma","CVCL_0324","","",""
"CHEMBL3307410","HuTu80","196","HuTu80","Homo sapiens","9606","duodenal adenocarcinoma","CVCL_1301","LCL-1150","CLO_0004305",""
"CHEMBL3307412","IM-9","198","IM-9","Homo sapiens","9606","bone marrow, lymphoblastoid, multiple myeloma","CVCL_1305","LCL-1958","CLO_0006705",""
"CHEMBL3308382","KHOS-321H","199","KHOS-321H","Homo sapiens","9606","Osteosarcoma","CVCL_2545","","CLO_0007100",""
"CHEMBL3308417","R6X-B15","200","R6X-B15","Mus musculus","10090","Mast Cell Megacaryocyte","","","",""
"CHEMBL3307413","RAW","201","RAW","Mus musculus","10090","Monocytic-macrophage leukemia","","","",""
"CHEMBL3307414","RERF-LC-AI","202","RERF-LC-AI","Homo sapiens","9606","Lung Squamous-Carcinoma","CVCL_4402","","","EFO_0002850"
"CHEMBL3307415","L1210 ( R81)","204","L1210 ( R81)","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (methotrexate r","CVCL_N028","","",""
"CHEMBL3307416","L1210 (PtR4)","205","L1210 (PtR4)","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (cis-diamminedi","","","",""
"CHEMBL3307417","L1210 (R7A)","206","L1210 (R7A)","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (overproduction","","","",""
"CHEMBL3307418","L1210 (RD1694)","207","L1210 (RD1694)","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (ZD1694 resista","CVCL_Y424","","",""
"CHEMBL3307419","L1210/2","208","L1210/2","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (cisplatin resi","","","",""
"CHEMBL3307420","L1210/Adr","209","L1210/Adr","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (adriamycin res","","","",""
"CHEMBL3307421","L1210/ara C","210","L1210/ara C","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (cytosine arabi","CVCL_R996","","",""
"CHEMBL3307422","L1210/C","211","L1210/C","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (CP-PC cytolysi","","","",""
"CHEMBL3307423","L1210/LPAM","212","L1210/LPAM","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (LPAM positive)","","","",""
"CHEMBL3307424","L1210/TK-","213","L1210/TK-","Mus musculus","10090","lymphoblast, lymphocytic, leukemia (thymidine kina","","","",""
"CHEMBL3307425","NALL-1","215","NALL-1","Homo sapiens","9606","Lymphoma","CVCL_3039","","",""
"CHEMBL3307426","NCH37","216","NCH37","Homo sapiens","9606","Glioblastoma","CVCL_S820","","",""
"CHEMBL3307427","NCI-H128","217","NCI-H128","Homo sapiens","9606","Lung carcinoma","CVCL_1460","","CLO_0007985",""
"CHEMBL3307428","RMA-S","218","RMA-S","Mus musculus","10090","Lymphoma","CVCL_2180","","",""
"CHEMBL3307429","RPMI 6410","219","RPMI 6410","Homo sapiens","9606","Myeloblastic Leukemia","CVCL_8074","","",""
"CHEMBL3307430","RT-4","220","RT-4","Homo sapiens","9606","Bladder Carcinoma","CVCL_0036","","CLO_0008892",""
"CHEMBL3307431","RWLeu4","221","RWLeu4","Homo sapiens","9606","Chronic Myelogenous Leukemia","CVCL_D591","","",""
"CHEMBL3307432","RXF 423","222","RXF 423","Homo sapiens","9606","Renal Carcinoma","","","",""
"CHEMBL3307433","RXF 944","223","RXF 944","Homo sapiens","9606","Renal Carcinoma","CVCL_D127","","",""
"CHEMBL3307434","S49","225","S49","Mus musculus","10090","Lymphoma","CVCL_6519","","","EFO_0001234"
"CHEMBL3307435","S9","226","S9","Homo sapiens","9606","Bronchial Epithelium","CVCL_4461","","CLO_0008935",""
"CHEMBL3308362","Sarcoma-180","227","Sarcoma-180","Mus musculus","10090","","CVCL_3598","","CLO_0008949",""
"CHEMBL3308493","SBC-5","228","SBC-5","Homo sapiens","9606","Small Cell Lung Cancer","CVCL_1679","LCL-1821","","EFO_0002855"
"CHEMBL3307436","SC-3","229","SC-3","Mus musculus","10090","Mammary Carcinoma","","","",""
"CHEMBL3307437","SCaBER","230","SCaBER","Homo sapiens","9606","Bladder Squamous Carcinoma","CVCL_3599","LCL-1540","CLO_0008965","EFO_0002325"
"CHEMBL3307438","SCC-15","231","SCC-15","Homo sapiens","9606","Squamous Carcinoma","CVCL_1681","LCL-1222","CLO_0008966",""
"CHEMBL3307439","SCC-2","232","SCC-2","Canis lupus familiaris","9615","Oral Squamous Carcinoma","","","",""
"CHEMBL3307440","SCC-25","233","SCC-25","Homo sapiens","9606","Squamous Carcinoma","CVCL_1682","LCL-1223","CLO_0008967",""
"CHEMBL3307442","SCL-1","235","SCL-1","Homo sapiens","9606","Squamous Carcinoma","CVCL_A789","","",""
"CHEMBL3307444","SF-126","237","SF-126","Homo sapiens","9606","Glioblastoma","CVCL_1688","","","EFO_0005450"
"CHEMBL3307445","SF-188","238","SF-188","Homo sapiens","9606","Glioblastoma","CVCL_6948","","",""
"CHEMBL3307446","SK-5","240","SK-5","Homo sapiens","9606","Fibroblast","","","",""
"CHEMBL3307447","SK-LU-1","241","SK-LU-1","Homo sapiens","9606","Lung Adenocarcinoma","CVCL_0629","LCL-1659","CLO_0009039",""
"CHEMBL3307448","SK-MEL19","242","SK-MEL19","Homo sapiens","9606","Melanoma","CVCL_6025","","",""
"CHEMBL3307449","SK-MEL3","244","SK-MEL3","Homo sapiens","9606","Melanoma","CVCL_0550","","CLO_0009044","EFO_0002333"
"CHEMBL3307450","SK-MES-1","246","SK-MES-1","Homo sapiens","9606","Squamous Lung Carcinoma","CVCL_0630","LCL-1583","CLO_0009033","EFO_0002334"
"CHEMBL3307451","SKUT-1A","247","SKUT-1A","Homo sapiens","9606","Uterine Carcinoma","","","",""
"CHEMBL3307452","SK-VLB","248","SK-VLB","Homo sapiens","9606","Ovarian Carcinoma","","","",""
"CHEMBL3307453","SKW 6.4","249","SKW 6.4","Homo sapiens","9606","Blastoid B-Cell","CVCL_3796","","CLO_0009067",""
"CHEMBL3307454","SL-2","250","SL-2","Homo sapiens","9606","Small Cell Lung Cancer","","","",""
"CHEMBL3308418","SNB-7","251","SNB-7","Homo sapiens","9606","Glioblastoma","","","",""
"CHEMBL3307455","SNU1","252","SNU1","Homo sapiens","9606","Gastric Carcinoma","CVCL_0099","LCL-1888","CLO_0009094","EFO_0002343"
"CHEMBL3307456","SNU-308","253","SNU-308","Homo sapiens","9606","Gallbladder","CVCL_5048","","",""
